packet_count,byte_count,duration,syn_count,label,packets_per_second,bytes_per_second,syn_ratio
16,3633,2.061753075134942,0,NORMAL,7.760386145636182,1762.0926791935156,0.0
47,8043,3.369833458818261,2,NORMAL,13.947276794053211,2386.7648352036167,0.0425531914893617
12,2248,9.456838999611517,2,NORMAL,1.2689229456579472,237.71156515325544,0.16666666666666666
2,4122,0.2704523725131713,0,NORMAL,7.3950173977586315,15241.13085678054,0.0
32,7575,5.184649544337134,0,NORMAL,6.172066159216409,1461.0437861270093,0.0
14,8887,3.3648455395435724,0,NORMAL,4.160666466104427,2641.1316345907176,0.0
12,3001,0.6855256681658151,0,NORMAL,17.504815001467513,4377.662484950334,0.0
17,393,4.777873074515358,1,NORMAL,3.5580685662572544,82.25417332582947,0.058823529411764705
11,466,8.20130662823675,2,NORMAL,1.3412496933266056,56.82021428092711,0.18181818181818182
26,7783,6.552765388498454,2,NORMAL,3.967790460747416,1187.7428136921976,0.07692307692307693
33,8216,6.330413084742192,1,NORMAL,5.212929955477611,1297.8615913395167,0.030303030303030304
9,8849,7.073982021069629,2,NORMAL,1.2722678645766683,1250.922037070993,0.2222222222222222
40,3212,1.718363668021219,2,NORMAL,23.277959575380212,1869.220153903031,0.05
34,5923,3.7265593541270454,0,NORMAL,9.123697429465624,1589.4017610213202,0.0
5,2925,0.9325342040424854,1,NORMAL,5.361733626847434,3136.6141717057485,0.2
4,6694,5.871790537779761,0,NORMAL,0.6812232102394576,1140.0270423357324,0.0
1,9900,5.903052893246655,0,NORMAL,0.1694038691647237,1677.0983047307645,0.0
25,600,3.9319438862758354,2,NORMAL,6.358178225091331,152.59627740219193,0.08
34,6188,2.419803000805173,1,NORMAL,14.050730571326149,2557.2329639813593,0.029411764705882353
45,2933,6.015916230311363,0,NORMAL,7.480157348811846,487.5400334236699,0.0
17,8637,9.868794254665984,1,NORMAL,1.7226015216562418,875.1829025026448,0.058823529411764705
20,264,6.354223111987889,1,NORMAL,3.1475130236248647,41.54717191184822,0.05
45,7244,2.8730999368525834,0,NORMAL,15.662525143241794,2521.318491947635,0.0
44,2570,0.7432686792814269,1,NORMAL,59.19797406576861,3457.6998488414847,0.022727272727272728
11,1496,4.343676688579385,0,NORMAL,2.5324168414563997,344.4086904380704,0.0
42,2992,6.188758125399827,0,NORMAL,6.786498866004167,483.45725254963014,0.0
34,4117,2.3297724306240504,1,NORMAL,14.593700033995507,1767.1253835282207,0.029411764705882353
4,4947,7.408521954985148,2,NORMAL,0.5399187617050153,667.7445285386776,0.5
12,9365,5.174467839645588,0,NORMAL,2.319079057378374,1809.847947695706,0.0
14,2083,3.237746765397516,2,NORMAL,4.32399474524103,643.3486467383617,0.14285714285714285
15,4424,9.137630334647183,2,NORMAL,1.641563452520557,484.1517809300629,0.13333333333333333
3,3769,1.3964152037827358,2,NORMAL,2.1483581615792557,2699.053970330738,0.6666666666666666
44,6101,5.180682412251163,0,NORMAL,8.493089616138171,1177.6440851831585,0.0
31,6732,2.815828267315025,0,NORMAL,11.009194118773234,2390.7708002445615,0.0
21,797,3.3109212775647663,0,NORMAL,6.342645517517657,240.71849892674157,0.0
27,7245,3.2168165163731706,0,NORMAL,8.393391373916906,2252.2266853343694,0.0
17,142,0.5747094873482074,2,NORMAL,29.58016245466985,247.0813569743011,0.11764705882352941
36,6267,3.8362658755721144,0,NORMAL,9.384125388501966,1633.6198280483839,0.0
37,1161,5.219019774711942,1,NORMAL,7.089453881604075,222.45556639303595,0.02702702702702703
25,8484,1.870778565783633,1,NORMAL,13.363420159524857,4535.010265336356,0.04
37,2820,0.7278302032746822,0,NORMAL,50.836032681150286,3874.530058401184,0.0
13,2527,4.582901942741269,0,NORMAL,2.836630624530455,551.3973529375738,0.0
1,5018,5.173036636294917,0,NORMAL,0.19331005564194687,970.0298592112894,0.0
14,2077,1.5997480096922383,2,NORMAL,8.75137828906775,1298.3294790281227,0.14285714285714285
4,8424,6.732478130335121,0,NORMAL,0.5941348672158098,1251.2480303564953,0.0
5,3394,3.2958588718537145,0,NORMAL,1.5170552485421842,1029.7771027104347,0.0
9,3703,8.303499447880679,1,NORMAL,1.083880363513132,445.956554009903,0.1111111111111111
23,3416,2.103241822690688,2,NORMAL,10.935499547349234,1624.1594110323906,0.08695652173913043
8,9864,6.686078837618636,1,NORMAL,1.1965159541626553,1475.304171482554,0.125
17,9019,6.912571706897659,1,NORMAL,2.4592873276145077,1304.7242592797202,0.058823529411764705
10,6807,3.2121599441623943,2,NORMAL,3.1131700082909814,2119.134824643671,0.2
40,6011,1.0533174729162456,1,NORMAL,37.975255351318566,5706.731497919397,0.025
1,677,4.489168819126956,0,NORMAL,0.22275838585960728,150.80742722695413,0.0
1,7817,0.8469236661465848,1,NORMAL,1.1807439560047917,9229.875504089458,1.0
8,7319,3.9076411885824442,1,NORMAL,2.0472708761937586,1872.9969428577647,0.125
33,8595,5.804574491998154,2,NORMAL,5.6851712464870365,1480.7286928350327,0.06060606060606061
17,2651,8.441444563217198,0,NORMAL,2.013873321407085,314.0457750029519,0.0
30,1077,3.523468056584727,1,NORMAL,8.514338577281949,305.66475492442197,0.03333333333333333
18,3203,3.013202395065606,0,NORMAL,5.973710902884135,1062.988667885438,0.0
24,6092,7.06192714001994,1,NORMAL,3.3985057512123005,862.6540431827223,0.041666666666666664
40,9798,9.413699990566178,0,NORMAL,4.249126277668239,1040.8234817148352,0.0
2,5366,2.737193177093366,0,NORMAL,0.7306755024589847,1960.402373097456,0.0
24,8141,6.80796959461801,1,NORMAL,3.525280139172922,1195.8044005419483,0.041666666666666664
48,2233,2.8372720127205766,1,NORMAL,16.91765885850832,787.0235881468559,0.020833333333333332
36,7283,7.819143486552596,1,NORMAL,4.604084841506361,931.4319416858563,0.027777777777777776
30,925,4.669749419833335,0,NORMAL,6.424327582243313,198.08343378583547,0.0
47,9542,8.70337893618508,0,NORMAL,5.400201501579263,1096.3558027248794,0.0
45,975,8.434190003083314,1,NORMAL,5.335426399399255,115.6009053203172,0.022222222222222223
29,3528,7.95669933041515,0,NORMAL,3.6447273920663394,443.399939283105,0.0
9,5699,5.41012189632456,2,NORMAL,1.6635484694188265,1053.3958585797657,0.2222222222222222
3,4797,8.688749488577924,0,NORMAL,0.34527408160906775,552.0932564928993,0.0
35,3402,2.106365803680577,1,NORMAL,16.616297102261363,1615.1040783398046,0.02857142857142857
1,3253,1.76465149425138,0,NORMAL,0.5666841318286652,1843.4234808386477,0.0
5,7618,7.534429124321791,0,NORMAL,0.6636202846290724,1011.0918656608548,0.0
10,475,7.942049470840083,0,NORMAL,1.2591208398683311,59.80823989374573,0.0
48,1772,1.1586705927173828,2,NORMAL,41.42678713147242,1529.3388916035237,0.041666666666666664
20,348,7.844958485744807,2,NORMAL,2.5494080097864513,44.35969937028425,0.1
12,3883,6.917128460067281,1,NORMAL,1.7348239329768467,561.3601109790914,0.08333333333333333
14,9662,0.22748705626555918,2,NORMAL,61.54196300143322,42472.746179989124,0.14285714285714285
49,8438,9.494711691351062,1,NORMAL,5.160767550702477,888.7052365883164,0.02040816326530612
30,789,2.7109736659045924,1,NORMAL,11.066134790353878,291.03934498630696,0.03333333333333333
10,314,4.207011940544116,1,NORMAL,2.3769839832464665,74.63729707393905,0.1
5,2586,4.6561670766041034,0,NORMAL,1.0738446275099442,555.3924413481432,0.0
5,8654,6.571709855123163,1,NORMAL,0.7608369983197155,1316.8566766917636,0.2
34,5969,9.234514073503519,1,NORMAL,3.681839643036096,646.3794361553664,0.029411764705882353
43,1353,4.1989645331997485,2,NORMAL,10.24061995761431,322.2222977360968,0.046511627906976744
8,8819,0.13205330406136964,1,NORMAL,60.58159662769308,66783.63758245316,0.125
34,9098,1.926611401191064,1,NORMAL,17.64756503515998,4722.280784996633,0.029411764705882353
34,9650,3.1659329733166732,1,NORMAL,10.739330329024986,3048.0746375026797,0.029411764705882353
11,4812,0.867216160201965,0,NORMAL,12.684265474755708,5548.789587684042,0.0
20,5115,1.202156391770623,1,NORMAL,16.636770504162566,4254.854056439576,0.05
25,1908,6.608945067571951,0,NORMAL,3.7827519739371516,288.6996306508834,0.0
35,9053,5.255199851223486,2,NORMAL,6.660070214428001,1722.6747328919055,0.05714285714285714
3,2789,6.433691010310836,2,NORMAL,0.46629531868908614,433.4992146079538,0.6666666666666666
11,7978,1.112704272244903,2,NORMAL,9.885825258680171,7169.919446704583,0.18181818181818182
18,2606,7.428888800133974,2,NORMAL,2.422973406154011,350.7927053576307,0.1111111111111111
12,1322,9.368195832144135,2,NORMAL,1.2809296704521935,141.11575202814998,0.16666666666666666
43,605,8.194393617267634,0,NORMAL,5.247490175403371,73.830966421373,0.0
44,5675,7.246978744188275,1,NORMAL,6.071495660903637,783.0849517188213,0.022727272727272728
38,5328,0.2635232851108946,2,NORMAL,144.1997809947194,20218.32718789118,0.05263157894736842
2,8010,8.516673291754504,1,NORMAL,0.2348334768149811,940.5080746439993,0.5
4,6357,3.238666251263853,2,NORMAL,1.2350763214453002,1962.8450438569432,0.5
17,5007,6.633520045114672,2,NORMAL,2.56274193556102,754.802874785531,0.11764705882352941
5,5936,2.626082405355722,0,NORMAL,1.9039768096396477,2260.40126840419,0.0
34,6072,9.91598635542052,0,NORMAL,3.428806654359108,612.3445295667208,0.0
23,4200,7.735444123911055,0,NORMAL,2.9733263703508155,542.955250237975,0.0
3,9337,4.962779380743216,2,NORMAL,0.6044999726646575,1881.4054149233025,0.6666666666666666
21,3355,3.134325643048557,1,NORMAL,6.700005803983612,1070.405689160239,0.047619047619047616
25,7260,3.1101983549429546,2,NORMAL,8.038072542951536,2334.2562664731263,0.08
37,4625,2.7987578841344054,0,NORMAL,13.220150342316334,1652.5187927895417,0.0
43,5410,3.017061440933536,1,NORMAL,14.252278530560845,1793.1355081473064,0.023255813953488372
20,2535,8.657597062368524,1,NORMAL,2.310109820995579,292.80641981118964,0.05
5,3382,5.489129983231759,0,NORMAL,0.9108911640413039,616.126783357538,0.0
44,7361,6.311128802688118,2,NORMAL,6.971811442235016,1166.352364233908,0.045454545454545456
18,894,8.115389388167593,1,NORMAL,2.218008174228137,110.1610726533308,0.05555555555555555
19,5673,4.328748628800489,0,NORMAL,4.3892592592665665,1310.540409358907,0.0
43,6672,4.885830651623258,2,NORMAL,8.800959973042408,1365.5815102357894,0.046511627906976744
49,949,2.446189007234103,2,NORMAL,20.03115861247538,387.9503984334517,0.04081632653061224
46,3269,5.834846904080874,1,NORMAL,7.8836687159397005,560.25463113928,0.021739130434782608
38,9772,6.779781737943827,1,NORMAL,5.604900197203789,1441.3443349230374,0.02631578947368421
45,8376,1.2438907683241784,0,NORMAL,36.176810010919105,6733.710236699077,0.0
20,9194,5.307360955009286,2,NORMAL,3.768351195545359,1732.3110445922014,0.1
46,3919,4.7503810872375904,0,NORMAL,9.683433635163281,824.9864438305412,0.0
18,5365,5.283093348417273,2,NORMAL,3.407094823602256,1015.5035404792279,0.1111111111111111
29,1858,4.145972817719465,1,NORMAL,6.994739540031945,448.14572639239157,0.034482758620689655
44,6316,4.239795980244443,1,NORMAL,10.377857850948574,1489.6943224225272,0.022727272727272728
44,4158,5.721124198262132,0,NORMAL,7.690796157399553,726.7802368742578,0.0
10,6693,0.5116468795015285,2,NORMAL,19.54472977484489,13081.287638303684,0.2
36,2813,5.422785464583622,0,NORMAL,6.63865466098873,518.7370989267027,0.0
2,4949,9.437203432137089,1,NORMAL,0.21192718948807196,524.413830388234,0.5
33,5034,4.136213490890713,2,NORMAL,7.978311582000478,1217.0551667815273,0.06060606060606061
48,7406,8.838207140810715,0,NORMAL,5.43096571909459,837.952752408636,0.0
30,6651,3.9745596684122417,0,NORMAL,7.548005943507299,1673.3929176755682,0.0
35,8237,7.570534024137579,0,NORMAL,4.623187728686965,1088.0342091769865,0.0
28,6852,6.413438449250884,2,NORMAL,4.365832808962331,1068.3816573932104,0.07142857142857142
29,673,9.3776861461402,0,NORMAL,3.0924472783658077,71.76610408069617,0.0
27,8192,0.22597873445083672,0,NORMAL,119.48026908644381,36251.19867985732,0.0
5,3569,2.090092838066948,2,NORMAL,2.3922382340797457,1707.5796514861224,0.4
27,8605,7.765435679325914,0,NORMAL,3.476945932587231,1108.1155462930788,0.0
29,4712,2.349391241377878,0,NORMAL,12.343623100847177,2005.6259327997207,0.0
46,5813,7.033395589433531,0,NORMAL,6.540226468863361,826.4855752935373,0.0
33,2939,9.734391342970701,1,NORMAL,3.390042462575703,301.91923628818154,0.030303030303030304
5,4978,9.77609358747846,2,NORMAL,0.5114517322547079,509.20134463278714,0.4
9,3211,3.729814934435474,0,NORMAL,2.412988354169426,860.9006228042252,0.0
23,2095,8.369840408497696,2,NORMAL,2.7479615951396945,250.30345833989824,0.08695652173913043
16,7298,3.4452881344529924,1,NORMAL,4.644023772641679,2118.2553432961863,0.0625
6,4120,5.412827658416633,0,NORMAL,1.1084779303235985,761.154845488871,0.0
2,3308,1.4581360310484266,2,NORMAL,1.3716141412142209,2268.649789568321,1.0
8,6430,9.628445897342672,2,NORMAL,0.8308713665003713,667.8128608246734,0.25
13,9117,7.257673609320984,0,NORMAL,1.7912075824550973,1256.1876560956248,0.0
41,8249,7.636557469845726,0,NORMAL,5.368911340207368,1080.1987718383068,0.0
26,7903,3.311057480190907,1,NORMAL,7.852476181869518,2386.850740973646,0.038461538461538464
4,6935,5.648118682285301,1,NORMAL,0.7082004159270868,1227.8424711135867,0.25
37,6124,1.479203292908528,0,NORMAL,25.01346513855282,4140.066500229662,0.0
7,717,5.119318831613156,0,NORMAL,1.3673694157849943,140.05769587397725,0.0
46,8067,6.034359553233819,0,NORMAL,7.6230127810910036,1336.844437066546,0.0
18,4009,2.361367968651361,0,NORMAL,7.62270016319408,1697.7447196802814,0.0
22,3347,7.698524567788577,1,NORMAL,2.8576904322745524,434.7586307646785,0.045454545454545456
34,9676,2.2203998888076972,2,NORMAL,15.312557062978959,4357.773592393659,0.058823529411764705
20,9029,7.386412515321146,2,NORMAL,2.7076743897684197,1222.379603260953,0.1
4,4558,0.8675344339459284,0,NORMAL,4.610767992004928,5253.970126889615,0.0
15,3930,7.609874222002412,0,NORMAL,1.9711232488745392,516.4342912051293,0.0
19,5697,7.942697327318403,0,NORMAL,2.3921344622626757,717.2626332373928,0.0
49,7934,6.851578380360636,2,NORMAL,7.151636787875564,1157.9813525511167,0.04081632653061224
48,7081,0.7717524288642311,0,NORMAL,62.196111349646685,9175.22217639267,0.0
24,8349,6.240016989748707,2,NORMAL,3.846143374197209,1337.977126298854,0.08333333333333333
26,2565,1.5449025346996355,0,NORMAL,16.829540644811615,1660.2989136131457,0.0
13,6826,7.140782793194821,0,NORMAL,1.8205286978325435,955.9176070311494,0.0
13,537,7.932762346100069,1,NORMAL,1.6387734099195728,67.69394777898543,0.07692307692307693
31,3818,7.825758489769694,1,NORMAL,3.961277368899779,487.8760320793341,0.03225806451612903
38,6900,8.07142139412711,0,NORMAL,4.707968788204935,854.8680168056329,0.0
31,9791,5.4061018982702205,1,NORMAL,5.734261133686549,1811.1016374169355,0.03225806451612903
21,101,5.261500529106339,1,NORMAL,3.991256844664203,19.196044824337356,0.047619047619047616
16,9833,0.9843638306818494,1,NORMAL,16.254152683481998,9989.192708542405,0.0625
16,6951,8.27472652516921,1,NORMAL,1.9335986453851797,840.0277615045239,0.0625
29,7414,5.406093923483384,1,NORMAL,5.364316715628578,1371.4153148162163,0.034482758620689655
2,8510,3.7396530422721153,0,NORMAL,0.5348089722208166,2275.6121767995746,0.0
30,1730,1.63909909115029,1,NORMAL,18.302737254857814,1055.4578483634673,0.03333333333333333
9,4643,5.595602457775271,1,NORMAL,1.6084058987239538,829.7587319750353,0.1111111111111111
19,634,5.023024249752748,1,NORMAL,3.7825817784843965,126.21878145047934,0.05263157894736842
45,6704,6.893822973834644,0,NORMAL,6.5275827607985475,972.4647739642992,0.0
10,4568,2.47907295147613,0,NORMAL,4.033765926107837,1842.62427504606,0.0
6,6067,0.1882635858716647,2,NORMAL,31.87020990926027,32226.093919913677,0.3333333333333333
43,8605,3.3235302491327774,2,NORMAL,12.93804983758465,2589.114391916649,0.046511627906976744
21,1115,8.950007984005996,2,NORMAL,2.3463666219659016,124.58089445199907,0.09523809523809523
44,1609,0.7250092205695994,1,NORMAL,60.68888332955497,2219.2821199375894,0.022727272727272728
45,7550,4.692588541451101,0,NORMAL,9.589589967775982,1608.9200945935258,0.0
32,8344,2.4610305012832336,2,NORMAL,13.00268321880388,3390.4496493031115,0.0625
16,902,9.142368841976065,1,NORMAL,1.7500934688324936,98.66151930543182,0.0625
23,5034,4.3541638639710225,0,NORMAL,5.282300050835447,1156.1347154741584,0.0
16,7243,2.8531931926813914,2,NORMAL,5.607752058655174,2538.5592600524637,0.125
49,1223,8.888937663825953,2,NORMAL,5.512469752083912,137.58674503670662,0.04081632653061224
40,9434,8.570244543790988,2,NORMAL,4.667311392996293,1100.7853920381758,0.05
47,7643,5.967343155787605,0,NORMAL,7.8762019835269,1280.8045055339594,0.0
2,9073,9.210705629861542,0,NORMAL,0.21713862980442084,985.0493941077551,0.0
25,9071,7.617338532940929,0,NORMAL,3.281986207110046,1190.835875387809,0.0
15,5687,8.21083312868188,0,NORMAL,1.826854810579741,692.6215538511325,0.0
20,3513,9.564066342409957,2,NORMAL,2.091160734771774,367.31238306266215,0.1
24,7407,1.918875490957182,1,NORMAL,12.507325312716468,3860.0732746371195,0.041666666666666664
3,8380,7.300398953196622,0,NORMAL,0.41093644597140705,1147.8824724134636,0.0
9,6866,6.625407978156374,0,NORMAL,1.3584069131550136,1036.3135406358138,0.0
33,9168,7.364768551642567,0,NORMAL,4.480792542033109,1244.8456371321076,0.0
36,9247,2.851449042260447,1,NORMAL,12.625159863092449,3242.91259038933,0.027777777777777776
47,8303,3.0111003707840034,0,NORMAL,15.608911763961745,2757.463710131369,0.0
21,8452,5.6063507525879555,2,NORMAL,3.745752081299259,1507.5760281495875,0.09523809523809523
35,2338,1.3124729809100788,2,NORMAL,26.667215637255048,1781.3700045686373,0.05714285714285714
17,6138,0.2902414844056905,0,NORMAL,58.57191653636229,21147.907276481867,0.0
46,1656,2.4681484784018037,1,NORMAL,18.637452488185115,670.948289574664,0.021739130434782608
29,7147,0.39787711227714906,2,NORMAL,72.88682637215756,17962.832692476208,0.06896551724137931
34,647,9.918492270466945,0,NORMAL,3.4279403636011847,65.23168868382254,0.0
12,8560,0.13439497508665443,1,NORMAL,89.28905260232169,63692.85752298947,0.08333333333333333
34,904,0.34229490022696174,2,NORMAL,99.32955465435211,2640.9975708098327,0.058823529411764705
32,3464,1.3500429776665055,0,NORMAL,23.702949113005797,2565.8442414828774,0.0
18,6372,5.37197660429105,0,NORMAL,3.350721964355147,1186.155575381722,0.0
21,7205,6.605241548831876,0,NORMAL,3.179293269557085,1090.8003812932761,0.0
6,4733,7.993838367717363,1,NORMAL,0.7505780982801254,592.0810231933056,0.16666666666666666
4,7970,1.067732158805066,2,NORMAL,3.7462578672131888,7464.418800422279,0.5
22,5433,5.739562533536046,2,NORMAL,3.833044743646373,946.5878223741247,0.09090909090909091
9,7556,3.6272573293837476,1,NORMAL,2.4812135403497977,2083.116612320341,0.1111111111111111
35,7842,0.9410762741698243,0,NORMAL,37.191459354211695,8333.012121592232,0.0
24,3738,9.005871691891334,2,NORMAL,2.664928040403797,415.06254229289135,0.08333333333333333
41,6474,6.631232934001466,2,NORMAL,6.1828622833883,976.2890346989233,0.04878048780487805
45,7956,7.968025926756498,0,NORMAL,5.6475719850371915,998.4907269545754,0.0
25,3812,4.46297258685258,2,NORMAL,5.601647671699176,854.1392369806903,0.08
45,2780,5.004746709142795,1,NORMAL,8.991464027099092,555.4726665630105,0.022222222222222223
1,2423,2.655498068885914,2,NORMAL,0.37657718968688214,912.4465306113153,2.0
18,7548,9.79791607615848,0,NORMAL,1.8371253499302633,770.3678967374238,0.0
28,2652,9.753530189490581,1,NORMAL,2.870755455308886,271.90155240997024,0.03571428571428571
5,1020,9.833653278794854,2,NORMAL,0.5084580326603467,103.72543866271074,0.4
28,7481,9.189268075130384,2,NORMAL,3.0470326658309745,814.1018347529114,0.07142857142857142
46,961,1.6781805286439606,0,NORMAL,27.410638614172164,572.6439936569445,0.0
25,5838,7.163396720353008,1,NORMAL,3.4899644646189603,814.9765017778195,0.04
35,7391,9.166101596747094,1,NORMAL,3.8184172006582333,806.3406151447143,0.02857142857142857
43,3629,1.7581580143191067,1,NORMAL,24.457414890920877,2064.092061375625,0.023255813953488372
43,8445,9.585429630712005,1,NORMAL,4.4859752412376706,881.0246723779564,0.023255813953488372
5,9753,4.411831536647325,1,NORMAL,1.1333161655124395,2210.6465124485644,0.2
37,2310,9.498132701300145,2,NORMAL,3.895502533349032,243.2056987036828,0.05405405405405406
13,104,5.99716449876355,0,NORMAL,2.167691081790443,17.341528654323543,0.0
49,7698,1.5065527615560326,1,NORMAL,32.524582776238574,5109.678330846624,0.02040816326530612
33,2363,5.597906110337643,1,NORMAL,5.895061358578158,422.1221209187936,0.030303030303030304
16,199,4.081815432605238,1,NORMAL,3.9198244663864985,48.752816800682076,0.0625
7,9563,4.585128148557764,2,NORMAL,1.5266748874187572,2085.655992626511,0.2857142857142857
28,8138,4.106210892393582,2,NORMAL,6.818938611231025,1981.8758006499315,0.07142857142857142
38,7052,3.5125350576209224,1,NORMAL,10.818397361630266,2007.6667945846482,0.02631578947368421
47,2303,0.7441490038501745,1,NORMAL,63.15939382680796,3094.81029751359,0.02127659574468085
24,4413,3.4652981798984923,0,NORMAL,6.925810927099793,1273.4834842204743,0.0
45,4481,7.882829075521118,1,NORMAL,5.70861039467929,568.4507373012867,0.022222222222222223
47,2206,3.882677399598053,0,NORMAL,12.105048955358894,568.1646382025898,0.0
24,7236,9.721674582540214,1,NORMAL,2.4687104877078645,744.3162120439212,0.041666666666666664
41,5811,5.10115943468716,2,NORMAL,8.037388465297873,1139.152789557218,0.04878048780487805
43,2644,0.5362869713987103,2,NORMAL,80.18095216419313,4930.196221444806,0.046511627906976744
11,6075,4.6026387240753355,0,NORMAL,2.38993339678423,1319.8950350421997,0.0
30,4985,1.896275811643434,1,NORMAL,15.820483400038775,2628.8369916397764,0.03333333333333333
37,7551,2.6098585196954667,0,NORMAL,14.177013704297417,2893.2602832743187,0.0
33,298,8.25665255920595,1,NORMAL,3.9967771155885528,36.09210849834511,0.030303030303030304
21,1467,2.865087854597667,2,NORMAL,7.329618170800891,512.026183645948,0.09523809523809523
46,4340,7.5933699584025485,0,NORMAL,6.05791634702298,571.551237958255,0.0
13,9658,4.545446743709152,2,NORMAL,2.860004908866627,2124.7636469102986,0.15384615384615385
3,391,2.8207412131125813,2,NORMAL,1.0635502420619485,138.6160482154073,0.6666666666666666
48,2837,5.792078781314649,0,NORMAL,8.287180097558215,489.8068736827637,0.0
2,8349,9.07105980375041,2,NORMAL,0.22048140385681333,920.3996204002672,1.0
13,4634,2.926082556798564,2,NORMAL,4.442800142393569,1583.6873738347538,0.15384615384615385
41,976,3.9200675623606034,2,NORMAL,10.459003409449005,248.9753006737129,0.04878048780487805
36,3916,5.8821421192525705,0,NORMAL,6.120219346990962,665.7438600782391,0.0
43,5281,0.22219079435008385,0,NORMAL,193.52736969043457,23767.861379888025,0.0
9,7247,3.7241227788596065,2,NORMAL,2.4166764992522514,1945.9616211201185,0.2222222222222222
31,9162,3.7772436955751467,1,NORMAL,8.207042621135342,2425.5782095110326,0.03225806451612903
34,3718,0.12849471905778415,1,NORMAL,264.6023140041279,28935.0412784514,0.029411764705882353
34,3904,6.565764832167288,2,NORMAL,5.178376147958526,594.5994259302967,0.058823529411764705
45,293,2.1441165687348085,0,NORMAL,20.98766487614683,136.65301797135604,0.0
33,186,6.624273815320847,1,NORMAL,4.981678131069472,28.078549466027937,0.030303030303030304
27,1415,3.087930975540046,1,NORMAL,8.743718759865734,458.2356313040746,0.037037037037037035
12,1154,9.740348894324127,0,NORMAL,1.2319887234216642,118.47624890238338,0.0
20,6180,0.44215616590949636,0,NORMAL,45.232887251183875,13976.962160615818,0.0
18,6390,7.929887890230388,0,NORMAL,2.2698933766990548,805.8121487281645,0.0
48,2368,9.593062439158562,2,NORMAL,5.003615926032713,246.84505235094716,0.041666666666666664
36,4404,9.1816717437278,1,NORMAL,3.920854611753288,479.6512141711522,0.027777777777777776
14,2368,8.55507260894315,1,NORMAL,1.636456011532261,276.794845379171,0.07142857142857142
46,6620,7.512449948881794,0,NORMAL,6.123168914669038,881.2038742415007,0.0
45,4436,9.01702162010581,0,NORMAL,4.990561395534499,491.9584522353564,0.0
